IID	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	
sample_4348	-0.0114763	-0.00327079	0.0276176	-0.0221203	-0.00466095	0.0172097	-0.00420847	-0.00946704	-0.0132571	-0.00272486
sample_4349	-0.00702297	0.0119727	0.00193782	0.00645568	-0.00407461	-0.0192015	-0.00553039	0.018852	-0.012727	-0.00305926
sample_4350	-0.0199744	-0.0174411	0.00584725	-0.0182584	0.00403189	-0.011682	-0.00865607	0.0045643	-0.011273	-0.00781916
sample_4351	-0.0471622	-0.0173386	-0.00625227	0.0299376	0.0102337	0.00763433	0.015842	0.0191407	0.00958077	-0.00391275
sample_4352	0.0177914	-0.0203287	-0.00496628	0.0120444	0.00209758	-0.0188482	-0.0160988	0.0116234	-0.0120898	-0.00389959
sample_4353	0.0208647	-0.0173374	-0.0110345	-0.0192866	0.00646645	0.0129536	0.0109393	-0.00860252	-0.0189656	0.00536909
sample_4354	0.00306671	-0.00571109	-0.00151273	-0.00477987	0.0252568	0.0118629	-0.0112151	-0.00369613	-0.0103592	-0.0068291
sample_4355	-0.00269762	-0.00680446	-0.0318723	0.0126011	0.00710002	-0.00699595	0.0212458	-0.0132307	-0.00601054	-0.0140158
sample_4356	-0.00492534	-0.0264725	0.0394879	0.0126776	0.0103066	0.016079	0.00469386	-0.0202533	-0.0302616	0.00649079
sample_4357	0.00541244	0.00848701	-0.00715896	-0.00140097	0.0222182	0.0153876	-0.01086	-0.00588626	0.00110952	0.00376543
sample_4358	-0.0199691	-0.0050375	-0.0231845	0.0174401	0.0192431	-0.00473499	-0.00853207	-0.0168405	-0.00237138	-0.010853
sample_4359	-0.00994045	-0.00866432	0.00480555	0.00189799	0.00937199	0.00713592	-0.0127677	0.00512627	0.0165085	-0.00550971
sample_4360	0.0197912	0.00736304	0.0111493	-0.0023131	-0.0142126	-0.0135381	0.00857379	0.00156456	-0.0165531	-0.0168863
sample_4361	-0.0115041	-0.0144098	-0.033868	0.00226655	0.0155184	0.0342873	-0.0138902	0.0254237	-0.0507374	-0.0264125
sample_4362	-0.022538	-0.00351509	0.0354166	-0.0100138	0.0209213	-0.00480256	-0.00334158	-0.0127488	-0.00426344	-0.00540963
sample_4363	0.0162544	-0.00313388	-0.0264045	0.00422747	0.0166426	-0.0195582	-0.0110217	0.00793399	-0.00566012	0.00732193
sample_4364	0.0246236	0.00934155	-0.00284747	0.0119994	0.0169844	-0.0147554	-0.000594747	-0.000325452	-0.00344554	0.00249969
sample_4365	0.00787845	0.0148913	-0.00931859	0.00498483	0.00560062	-0.00309758	0.0134661	0.00654618	0.0110346	-0.00291735
sample_4366	-0.00503537	-0.0223936	0.000538982	0.00304384	-0.000761792	0.0239828	-0.0411533	-0.0483194	-0.00468915	-0.0138871
sample_4367	-0.0156982	0.00277492	-0.00423551	0.0142571	0.00150055	0.0280623	-0.0132664	0.0140297	-0.00571607	-0.00354334
sample_4368	-0.0126338	0.0133108	0.000467384	-0.0143899	0.00107092	0.0135403	0.00485133	-0.00865612	0.00882314	0.000212462
sample_4369	0.0153151	-0.020628	-0.00312095	0.0100694	-0.00744464	-0.0203637	0.0189875	-4.42287e-05	-0.0198948	-0.0153624
sample_4370	-0.0138754	0.00215249	-0.0123499	-0.00190967	-3.86518e-05	-0.000653367	0.0179566	-0.00129649	0.00708878	-0.00506451
sample_4371	0.0422106	-0.0131367	-0.00528224	0.00315715	-0.0403638	-0.0286624	0.0150137	0.0181183	-0.0214419	0.00674644
sample_4372	0.0114749	-0.0196674	0.00206378	-0.0122839	-0.0106895	0.00197672	-0.0412794	-0.00691741	0.00635998	0.0103143
sample_4373	0.00508624	-0.00262117	0.0305208	-0.000330366	-0.00529197	-0.0260847	0.000958684	0.00867329	-0.00591663	0.00828472
sample_4374	0.00226283	-0.00372482	0.0176254	-0.0132267	-0.00578166	0.00548823	0.023051	-0.0298365	0.000214507	0.0145403
sample_4375	-0.00537641	-0.0117412	0.00734309	0.0034215	0.00505091	-0.00524034	0.00454481	0.0225596	-0.0028801	0.0134707
sample_4376	0.00501234	0.00245627	-0.0212265	-0.0054875	0.00270416	0.0123895	0.0276602	-0.026976	0.0257508	0.00969684
sample_4377	0.0162234	-0.0110437	-0.00630337	-0.0202303	-0.00395724	-0.0124772	0.00861489	0.0159061	-0.0112373	-2.13624e-05
sample_4378	0.00523852	-0.00870573	0.0133857	-0.000778439	-0.0117585	-0.0164188	-0.0161016	-0.0130197	-0.00453503	-0.0290454
sample_4379	-0.013045	-0.0237339	-0.0349166	-0.0112186	-0.0408138	-0.00865501	0.0147706	0.000454551	0.0211308	0.0183608
sample_4380	-0.013235	0.0126818	-0.00837364	0.0220002	0.000484675	-0.00568774	0.00199221	0.0046072	-0.00774997	0.0192884
sample_4381	0.00295805	0.0179489	0.00307818	-0.017067	0.000999253	0.020579	0.0154896	0.0043733	-0.0212804	0.0261107
sample_4382	0.000256596	0.0172282	-0.00863588	0.00737229	0.00895983	0.000326909	0.0186117	0.00406604	-0.0047801	0.0119956
sample_4383	0.00969112	-0.000188479	0.0141807	-0.00257098	-0.00136173	-0.00230407	0.00328777	-0.0200744	0.0157368	-0.0149962
sample_4384	-0.0118803	0.0104565	-0.00842369	0.00361382	-0.00851053	-0.00673884	-0.00360525	-0.00767111	-0.0077556	-0.00392422
sample_4385	0.00248607	-0.00942104	0.000231184	-0.0119137	0.00448963	-0.0065994	-0.00165821	0.00832317	0.0135745	-0.00135925
sample_4386	0.00934437	0.000332602	0.0141848	0.0209827	-0.0431795	0.0113723	0.000607232	-0.00702995	-0.0389341	-0.00380369
sample_4387	0.00395252	0.010638	-0.00627307	-0.00831088	0.00431612	-0.00725942	0.000970132	0.00558145	-0.0112691	0.00342819
sample_4388	0.0215626	-0.0118477	-0.00410268	0.0432341	0.0019345	0.0102275	-0.0195252	0.00445281	-0.0154955	0.0114032
sample_4389	-0.00205302	-0.000469672	-0.0175213	-0.000401927	0.00868418	-0.0086894	0.00434768	0.00397062	0.00385425	-0.0102199
sample_4390	0.0149677	0.00468675	-0.00297113	0.0104329	-0.00768485	0.00336138	-0.00184343	-0.01195	-0.00757938	-0.0159924
sample_4391	0.0308973	-0.00133652	-0.00678213	-0.0163858	0.00987857	0.00266113	-0.0149016	0.0137271	-0.00814677	0.00365933
sample_4392	0.00885909	0.00412491	-0.0122089	-0.00146507	-0.00369064	0.00319252	-0.00732263	-0.0147345	-0.010324	0.022999
sample_4393	0.00448274	0.00549506	-0.0144874	0.004357	-0.000545347	0.00111012	0.0141706	0.000110967	-0.00395422	-0.00830586
sample_4394	0.00738508	-0.0296133	0.00649436	0.0175809	0.00604343	0.00460905	0.0223223	0.0150765	0.00577124	-0.00227122
sample_4395	-0.0160215	-0.0119194	-0.0506289	0.00292802	0.0219893	-0.0221476	0.0125304	0.00100474	-0.00259731	0.00323418
sample_4396	-0.00145715	-0.00453519	0.00901751	-0.00561913	-0.0116546	-0.0053524	-0.0116545	-0.0054107	-0.00140308	0.0148812
sample_4397	-0.0099762	0.00620615	0.0106395	0.0151231	-0.00393223	-0.00512119	-0.00668609	0.0113327	0.00630422	0.0138188
sample_4398	-0.00448743	0.00173378	0.010458	0.0183291	-0.0107056	0.0187676	0.0131177	-0.00666594	0.00561754	-0.00780238
sample_4399	-0.0301622	-0.00272104	0.000907697	0.0138309	-0.0114987	-0.00227741	-0.00131308	-0.011748	-0.00350941	-0.00823294
sample_4400	-0.0134008	-0.00559873	0.0162513	0.00338751	0.00734636	0.00991565	0.00767297	-0.00110435	-0.0146345	-0.00193454
sample_4401	0.0125119	0.0029212	-0.00645078	0.000403196	0.00498049	0.000233978	-0.0144192	-0.0104668	-0.00593668	0.0220316
sample_4402	0.00909056	0.00613793	-0.0113741	-0.0134309	-0.00480729	0.00559286	-0.00571838	0.0107495	0.00191715	0.00506561
sample_4403	0.000527758	0.000932992	-0.00156321	-0.00742031	0.0031205	-0.00121525	-0.00275749	-0.00269234	-0.00368223	0.00187292
sample_4404	-0.0132771	0.0119052	0.0123504	-0.00343715	-0.00760545	0.0135375	0.00236873	-0.0013784	-0.0230559	0.0138461
sample_4405	-0.0103741	-0.000531876	0.00676092	-0.0175404	-0.0218322	-0.0201043	0.00982639	0.00678235	0.0136689	-0.0181548
sample_4406	0.0063623	-0.0158601	-0.00353648	0.0089724	0.0157122	-0.0195176	0.00531912	-0.00707016	0.0138564	0.00893299
sample_4407	-0.00768508	-0.0123389	-0.00625449	-0.0120684	0.0146187	0.00560863	0.00330702	0.00900442	-0.0094471	-0.0185244
sample_4408	0.038557	0.0333446	0.0151615	0.0121426	-0.00350653	-0.00136186	0.0111253	0.0246587	0.0179438	0.00604094
sample_4409	0.0079782	-0.00268315	-0.00621016	-0.00782002	-0.0148363	-0.00968141	-0.0178994	-0.00630389	-0.0167432	-0.00110677
sample_4410	0.00149426	0.0238461	-0.0230289	0.0298729	0.0139815	0.00998538	0.0124294	0.00697658	-0.0182173	-0.0398826
sample_4411	-0.00550883	-0.00250785	-0.0024993	0.0103757	-0.0138854	-0.00677426	0.00386791	-0.00534221	-0.00437568	0.00634871
sample_4412	0.0140801	-0.000635901	0.00665751	-0.0113955	0.00728785	0.0235089	-0.0201497	-0.00247254	-0.0167127	-0.0150471
sample_4413	-0.000745295	-0.000960641	-0.0128241	-0.00520435	0.00606674	0.00319128	0.0228531	-0.00775725	0.000479725	-0.00410914
sample_4414	0.0233646	-0.0352258	0.0119166	0.0135954	0.00612657	0.00640571	0.0150803	-0.00122918	-0.00213209	0.0152212
sample_4415	-0.0130724	0.00438827	0.0162616	-0.0109279	-0.00356958	0.0164652	-0.00467355	0.00337004	0.0110796	-0.0114256
sample_4416	-0.0223091	-0.00617299	0.0321371	0.0149422	0.0137996	0.0278095	0.00181832	0.00499748	-0.0171331	-0.00117561
sample_4417	0.00952442	-0.00558994	0.00689771	-0.00208835	0.002494	0.00593655	0.00656263	0.00345689	-0.00187472	0.0107614
sample_4418	0.0151364	0.00105797	0.0125673	0.00790823	-0.00575937	0.00177543	-0.0082582	0.00815115	-0.0163902	-0.0208542
sample_4419	0.00100473	0.00141016	-0.025394	-0.0238901	0.0204804	-0.0138559	-0.0259677	0.0123465	-0.0117116	-0.0621084
sample_4420	0.0049159	0.000637991	0.00715143	-0.0128697	0.0178689	-0.00111438	-0.00514967	0.0257586	-0.00765535	0.00525713
sample_4421	0.00730953	-0.00568338	-0.00200446	-0.00189616	-0.0104655	0.00599307	-0.00716549	0.00229942	0.00555383	0.0116991
sample_4422	0.00206669	0.00476664	0.00527786	0.0141329	0.0095617	0.0142246	-0.016451	-0.0404879	0.0125034	0.0275802
sample_4423	-0.0141709	0.00501926	0.00576724	-0.0152036	0.0110124	0.00542836	0.00895055	0.00101116	0.00874433	-0.0175537
sample_4424	0.00394615	0.00177455	-0.0114657	0.0109283	0.00093125	0.00347117	-0.0113019	0.00170498	0.014715	0.00989812
sample_4425	-0.0108223	0.0119348	-0.0023811	-0.00696688	0.00818989	-0.0225044	0.0025308	-0.00462261	-0.00496926	0.0148124
sample_4426	-0.0323938	0.00264486	-0.0112379	-0.0221728	0.00974365	-0.00469476	0.0058668	0.0120438	-0.0206179	-0.00677041
sample_4427	0.0231315	0.0285779	0.0111298	0.000403167	0.00027088	0.000585702	0.000186272	0.00960513	0.00548403	-0.00290366
sample_4428	0.000965384	-0.0153083	0.0160202	0.0189872	-0.0256087	-0.0132985	-0.024998	-0.0300383	-0.0175099	0.0250155
sample_4429	-0.0129479	0.017435	0.0104734	0.00688645	-0.000972571	-0.00464632	0.0050852	0.00923998	0.0272314	0.018314
sample_4430	0.0114178	-0.00188836	0.0143455	0.00939969	0.00678101	-0.00435288	-0.00540554	-0.0124871	0.0131293	-0.00223269
sample_4431	-0.0162775	-0.0161402	-0.0173107	0.0114514	0.00144182	-0.00473117	-0.00765351	-0.0095658	0.00394518	-0.00132369
sample_4432	-0.0068219	-0.033669	-0.000177094	-0.000493216	-0.0122627	0.00991545	-0.00378532	-0.0143942	-0.00169323	0.0160237
sample_4433	-0.0114544	-0.0177536	0.00489419	0.00109699	0.0018843	0.0151386	0.0159981	-0.0100906	0.00834777	0.00777743
sample_4434	-0.0113486	-0.00347552	-0.0203879	-0.0118537	-0.000653214	0.00220836	0.0061786	0.0091946	0.0143848	0.000740856
sample_4435	-0.0160145	0.0169025	0.0276619	-4.43258e-06	-0.0323019	0.0230658	-0.0149579	0.0188636	-0.0157359	-0.00752581
sample_4436	-0.0105241	-0.00393669	-0.00301616	0.023271	-0.000934857	0.0116084	-0.0229263	-0.010547	0.0120302	-0.0197054
sample_4437	0.00445857	-0.0108505	0.0260754	0.00509885	0.00504804	0.0136506	-0.00989814	-0.00565406	0.00345894	-0.00675439
sample_4438	0.0125647	0.00156221	0.0222095	1.94957e-05	0.0229023	0.0197891	0.0227525	-0.00938273	-0.00084021	0.00612076
sample_4439	0.00701599	0.0223154	-0.00575886	0.00869936	0.00823819	0.0217202	0.00330896	-0.00632148	0.00352675	-0.0240077
sample_4440	-0.0138483	0.0271238	0.0270672	0.0467908	-0.00824356	-0.0162375	-0.0306732	0.0431303	-0.0153238	0.0145301
sample_4441	0.0100461	-0.0270228	-0.00863055	0.00463758	0.0174024	0.000159899	-0.0118182	0.00396081	-0.00716308	0.00386683
sample_4442	-0.0151445	-0.00677575	-0.0066027	0.000253737	0.00466862	-0.00557798	-0.0155327	0.0188693	-0.00405869	0.018091
sample_4443	-0.0101595	0.00345308	0.000763133	-0.00645155	0.0149851	0.0176326	0.00600398	-0.00300868	-0.0292727	-0.0151103
sample_4444	0.00197801	-0.0153831	0.0200979	-0.0156874	-0.00849311	-0.0130028	-0.0254387	0.0124106	0.00445353	0.0125246
sample_4445	-0.00714245	-0.010188	-0.0116752	0.00134001	-0.0201542	0.00265163	0.00783258	-0.023552	-0.0169677	-0.00849872
sample_4446	0.0172527	-0.005712	0.000980232	-0.00566036	0.00573916	-0.00767	-0.0114922	-0.00304936	-0.00914444	-0.00410384
sample_4447	0.0217973	-0.0129277	0.00704466	-0.00488282	-0.0226575	-0.00144687	-0.00163824	-0.00140942	-3.85419e-05	0.00521412
sample_4448	0.0158884	-0.00902062	-0.0101427	0.00772562	-0.00227422	0.0111742	-0.01831	0.0193498	-0.00345316	0.0176581
sample_4449	-0.00754531	-0.0081306	0.00788326	0.00438964	4.51032e-05	0.00573292	0.0036828	0.0111097	0.00152861	-0.0210573
sample_4450	0.001661	-0.0310248	0.0187377	0.00664425	-0.00867751	-0.00259719	-0.0141197	-0.00217816	-0.00496964	0.000565425
sample_4451	-0.00968713	-0.023394	0.0299359	0.00301849	0.00817256	-0.000734465	-0.00926585	0.0227529	-0.000608715	-0.0101015
sample_4452	0.00926927	-0.0218566	-0.026373	-0.00563543	0.00043978	0.0141446	0.0131376	-0.0066115	-0.0123948	-0.00165834
sample_4453	0.0133466	0.0203254	0.0161948	-0.00283573	-0.00302902	-0.0253178	0.0418027	-0.0243182	0.00186556	-0.0107096
sample_4454	0.0573418	-0.00392793	-0.0194406	-0.0196731	-0.0179929	0.04628	-0.0110234	0.0291888	0.017906	0.00669008
sample_4455	-0.000415701	-0.0148495	0.0104279	0.00113634	-0.000648297	-0.0054001	-0.0133228	0.0020174	0.00601361	-0.0166845
sample_4456	-0.005485	0.015868	0.000237863	-0.00117134	-0.0175007	0.00680063	-0.0159442	0.00554515	0.00461592	-0.024585
sample_4457	0.010997	0.00313104	0.00874743	-0.0245056	-0.00969935	-0.0182017	0.00331	0.00415892	0.0156395	-0.00108351
sample_4458	-0.0130385	-0.0025668	0.0082406	-0.000505543	-0.00219489	-0.00804907	0.00117576	-0.00352416	-0.00557804	-0.010731
sample_4459	0.00665655	-0.0203311	-0.0050175	0.00229303	-0.0107705	-0.00732065	-0.0157652	0.00164533	-0.0100254	-0.00762205
sample_4460	-0.0107845	-0.00741648	-0.01294	0.0239479	-0.00347388	-0.00778091	-0.00581625	0.0065333	0.00585276	-0.00885631
sample_4461	-0.00253063	0.048349	0.00826306	0.00937838	-0.0136424	-0.016833	-0.00781726	-0.00806023	0.00953311	-0.0202516
sample_4462	0.000649392	0.0067475	0.00671099	-0.0265566	-0.00877052	0.00922817	-0.0209637	-0.0255458	-0.00911685	0.00967727
sample_4463	-0.00338496	-0.0165253	-0.0129311	-0.00557935	-0.0118235	-0.00661653	-0.00578128	-0.0188063	-0.00141444	0.00759903
sample_4464	-0.0183164	-0.0104041	-0.00669282	0.00659668	0.0148532	-0.00285765	-0.00197694	-0.0118626	-0.00491317	-0.00199627
sample_4465	0.0062958	0.00775111	-0.0237632	-0.0120634	-0.0125445	0.00307171	-0.0037141	0.007557	0.0155505	-0.00598208
sample_4466	0.00436697	-0.0108871	0.00418728	-0.000802913	-0.00833406	-0.0050942	0.0103008	0.0100711	-0.0380577	0.00669336
sample_4467	-0.00357982	0.0155092	0.00736139	-0.0199082	0.000105906	0.00440542	-0.0037043	0.00106899	-0.00477079	0.017696
sample_4468	0.0206194	-0.00552152	-0.00590895	-0.00166445	-0.00372397	-0.000488098	-0.00801836	0.0213595	0.014513	-0.0265431
sample_4469	-0.00900364	-0.0193921	0.045318	0.0118861	0.0172825	0.0181467	0.0137609	0.0112122	0.0179648	0.0131012
sample_4470	0.0047462	0.00877419	0.0111248	0.0116267	-0.0108089	0.0216271	0.00314281	0.00328452	-0.00410182	0.00374553
sample_4471	0.0467846	-0.017919	-0.0281688	0.011703	-0.0224539	0.00583678	-7.09967e-05	-0.0157355	0.0172911	0.0354097
sample_4472	-0.00802057	0.0102629	0.0109882	0.00640358	0.00638258	-0.000534065	-0.00514997	-6.26825e-05	0.00330547	-0.000343266
sample_4473	0.00747234	0.0116761	-0.0382237	0.00699041	0.00306283	0.00782102	0.0185037	0.00860161	-0.0135325	0.0105377
sample_4474	-0.0154145	0.0239254	0.00337104	-0.0232294	0.0277442	0.00414793	-0.0183436	-0.0182282	0.00188608	-0.0086985
sample_4475	0.0178199	-0.0141217	-0.00216854	-0.0153013	0.0092908	0.00986908	0.0135335	-0.0106644	-0.00507157	-0.0134157
sample_4476	-0.00406341	0.00126129	0.00296625	-0.00530595	0.00103824	-0.0160459	0.0117977	-0.00766405	-0.00125433	0.00338792
sample_4477	-0.0157186	0.00130504	-0.0181557	-0.037219	0.00995519	-0.00845725	-0.0122789	0.0164578	0.0246926	-0.0015847
sample_4478	0.00490601	0.00331009	-0.0407807	-0.00680758	-0.00484995	0.0186441	0.00440571	0.0262755	-0.00953984	0.0114922
sample_4479	0.000289109	0.0141807	0.0107193	-0.00536776	-0.013545	-0.00722513	0.00640359	0.0189012	-0.00725946	-0.00776708
sample_4480	-0.00480065	0.0405644	-0.00155646	0.00264373	-0.0143434	0.00112761	0.00970492	-0.0123263	0.0156218	0.0112128
sample_4481	-0.00694243	-0.00161303	0.0159259	-0.02143	0.00181543	-0.00683096	0.0199616	-0.0180231	-0.00255139	-0.00116617
sample_4482	-0.00779802	-0.00880442	-0.0175315	-0.0073345	0.00718507	-0.0166403	0.00428372	-0.00348726	-0.0150766	0.0136452
sample_4483	-0.020744	-0.00671653	0.00124773	-0.011766	-0.0122683	0.00690678	-0.00990679	-0.00598289	-0.00443762	-0.00532133
sample_4484	-0.000436263	0.0128922	-0.00135555	-0.00282674	-0.00348684	-0.0158616	-0.0194304	-0.00680972	0.0159805	0.00608229
sample_4485	0.0238429	-0.0339346	0.0289595	-0.0232389	-0.0113385	-0.00233418	-0.000677311	-0.0627864	0.060356	-0.0195002
sample_4486	0.000405196	0.00852823	-0.0109919	-0.00190142	0.00720381	-0.00908733	0.00173554	0.00623045	0.00363827	0.00240873
sample_4487	-0.00439276	0.0250746	-0.0274889	-0.0064889	0.00319988	0.00973557	0.0047764	0.0180702	0.000763067	-0.00227749
sample_4488	0.00419411	0.00567313	0.00823604	-0.00207139	-0.00176157	-0.00758857	0.00377762	0.030237	0.00620843	0.0245985
sample_4489	-0.0108986	-0.000885059	0.00393207	-0.001972	0.00120071	-0.0110347	0.00523932	0.00146287	0.0010025	-0.000101905
sample_4490	0.00379734	-0.0122162	-0.0131708	-0.00708066	-0.0234407	-0.0307619	-0.00491107	-0.0084514	0.000580267	0.0108812
sample_4491	-0.0166125	-0.0168545	-0.0047986	-0.0261161	-0.00419344	0.00821131	-0.021153	0.0115032	0.0151369	0.01019
sample_4492	-0.003637	0.027974	-0.00614067	-0.0017543	-0.013372	-0.0039478	-0.0062254	0.0081428	-0.0156784	0.00635237
sample_4493	0.0261034	0.00365796	0.00278756	-0.0113851	0.0236088	-0.00353003	-0.0153552	0.00667385	-0.00272375	0.019108
sample_4494	-0.00844837	0.00962153	-0.022592	0.00388346	-0.0104663	-0.00700839	-0.015404	-0.011929	0.0106214	-0.0211063
sample_4495	-0.0215284	-0.00841445	-0.0129058	-0.00447367	-0.0111478	0.00191363	0.00718079	-0.00602704	-0.0222407	0.0224632
sample_4496	-0.0337733	-0.0132987	-0.000791346	0.0167916	0.00512529	0.00855441	0.00153219	0.0109303	-0.0148475	0.0220824
sample_4497	0.000398248	0.00653429	0.00275732	0.0148306	0.00146908	-0.00221799	-0.0108676	-0.0104224	-0.0183015	0.00643088
sample_4498	0.020286	0.00867641	-0.00694607	0.0112886	0.00655357	0.00373909	0.00309861	-0.00742956	-0.0129012	0.00519155
sample_4499	0.00342894	-0.000335502	-0.01227	0.00263014	0.00920938	-0.00838137	0.0129547	0.00301819	-0.0124802	0.0172344
sample_4500	-0.008479	-0.0232305	0.00942107	0.0151792	0.0168831	-0.0215589	0.0137862	0.0271352	-0.00299858	-0.0112555
sample_4501	-0.000102728	-0.00110177	0.0200459	0.0062952	0.00332842	-0.00625956	0.015612	0.00460095	0.000695043	0.00310033
sample_4502	-0.00458737	0.00613918	-0.0166064	-0.00857789	0.00252129	0.00352332	0.00865763	-0.00735961	0.00261896	-0.0276328
sample_4503	0.0096166	-0.000837161	0.00390948	-0.00623867	-0.0108334	0.0105094	0.0143707	0.00996831	-0.000112696	-0.00681966
sample_4504	-0.00719121	0.0124562	-0.00935424	0.016511	-0.0033033	0.0236118	-0.00114871	0.00356754	0.0104852	-0.00998667
sample_4505	0.006927	0.0105654	0.00301445	0.0226099	0.00572998	-0.0119784	-0.0164885	0.0187215	0.0180244	-0.0246976
sample_4506	0.0147491	0.0173973	-0.0100638	-0.00131561	0.00526722	-0.0161123	0.00722621	-0.0258622	0.0138829	0.00091305
sample_4507	0.00405364	-0.000679061	0.00420011	-0.00753516	0.000233042	-0.0145385	0.00465088	0.0167768	-0.00174889	-0.00474948
sample_4508	-0.0033162	0.0148279	-0.00995665	0.00613596	0.0064237	-0.0072022	-0.0157954	-0.0110378	-0.00830903	-0.00319693
sample_4509	-0.00287117	-0.0191883	0.0220956	-0.0240429	-0.00185642	-0.0212764	-0.011485	0.0303123	-0.0594222	0.0172739
sample_4510	-0.0141233	0.0216487	-0.00482256	0.00024998	-0.0124776	0.012463	0.0133457	-0.0169727	0.0171925	-0.0071876
sample_4511	-0.0248155	0.00941149	0.000576516	-0.0144713	-0.0163069	0.000945144	-0.00703251	0.00665138	-0.00366358	0.00459518
sample_4512	-0.0131347	0.00930912	-0.000324116	0.000183125	-0.000343114	0.00834309	-0.00343957	0.0132899	0.0156268	-0.00120081
sample_4513	0.00961996	-0.00647311	-0.00817396	0.0141426	-0.00247671	-0.0059386	0.0114864	-0.0169483	-0.0145181	0.00530842
sample_4514	0.0148413	0.0228842	-0.00699138	-0.00345275	0.00534693	-0.000500167	-0.00620561	0.0217882	-0.010151	0.0409229
sample_4515	0.00728916	-0.0164928	-0.00455925	-0.0116037	-0.002975	-0.00259955	-0.0023925	0.00187605	-0.00159223	0.00623278
sample_4516	-0.00701427	0.0183387	-0.00655025	0.0144324	-0.0138132	0.0244801	0.00518478	0.0122682	0.00289588	-0.0227458
sample_4517	-0.00584346	-0.016306	0.0126297	0.00404842	0.0153975	-0.0106699	0.00324737	-0.0125443	0.00736515	0.0179263
sample_4518	0.00553658	0.00856856	0.00793507	0.00788504	0.00640271	0.012722	0.0204527	0.00396102	0.000230695	-0.0113077
sample_4519	0.0139712	-0.00760663	-0.00765782	0.00723101	-8.52865e-07	-0.0104206	0.0181464	0.00421839	0.0168358	-0.00117428
sample_4520	-0.0111981	0.0185919	0.0107452	-0.00913657	-0.0189885	0.0229588	0.00627492	-0.00644207	-0.00557834	0.00463004
sample_4521	0.0227261	-0.0301402	-0.022012	0.0177632	0.00408224	0.00614531	-0.00538674	0.00560098	0.0272708	0.0119952
sample_4522	0.0226515	0.00831155	-0.00643497	0.00517964	0.0121685	-0.00148446	-0.0212375	0.00921997	-0.0133554	-0.0027637
sample_4523	-0.00580312	-0.00302056	0.0137874	0.009817	0.000571993	-0.0173884	-0.0247767	-0.0319935	0.000646114	-0.0131155
sample_4524	0.0174976	-0.00925919	0.0043727	0.00270771	-0.00978967	-0.0176948	-0.00976089	-0.0115381	-0.00120866	0.00323517
sample_4525	0.0397823	0.0102769	0.00343202	-0.00031754	0.00829387	-0.0149282	0.0087614	0.00147963	0.000829963	-0.0023675
sample_4526	-0.00416649	0.0116793	0.00473516	-0.00105381	0.00417944	-0.0188523	-0.00454246	-0.00321294	0.00248424	-0.0117308
sample_4527	1.86694e-05	-0.0157364	0.00382786	-0.00976347	0.00420151	-0.00225473	-0.00468372	-0.012011	0.007087	-0.00963467
sample_4528	0.0132868	0.0041841	0.00163675	0.0260252	-0.00382588	-0.0102193	0.00167305	-0.0115232	0.00332641	0.0131158
sample_4529	0.0323951	0.000797682	-0.0255622	0.0314754	0.00248562	0.0130738	0.0128151	-0.00892426	0.00935848	-0.00404713
sample_4530	-0.0166854	-0.0158001	-0.000555455	0.0097501	-0.022566	0.00635555	-0.000752361	0.00783532	0.0113135	-0.0175696
sample_4531	0.0169879	-0.0172191	0.0166178	-0.00814263	0.00511512	-0.0098529	0.020358	0.00621867	0.0121375	0.00921442
sample_4532	0.00171707	0.00769858	0.00099173	0.00952042	-0.00770249	-0.00978759	0.0247411	-0.00514291	-0.000198099	-0.0119253
sample_4533	-0.00143909	-0.00255047	0.0113191	0.00330941	-0.00675749	0.00370586	0.00486455	-0.00279392	0.011423	0.00971473
sample_4534	-0.00377531	0.021582	0.00133254	-0.00582727	0.0109812	-0.0122151	-0.0105418	0.0175908	0.000953857	-0.00806139
sample_4535	0.00922601	-0.000600917	-0.0160522	0.00620036	-0.00983547	-0.0266984	-0.00496018	0.0221827	0.0200627	-0.0121982
sample_4536	-0.00525166	-0.00651696	0.00117865	0.0120928	-0.00781031	0.00141068	0.007612	0.0116318	-0.0261771	0.000378828
sample_4537	0.00157716	-0.02407	-0.0140777	0.00693487	0.00182801	0.0266586	-0.00568181	-0.00309825	-0.00364132	0.00916072
sample_4538	-0.00576619	0.0111412	-0.00294696	-0.00692916	0.00957645	0.00819338	-0.00329649	-0.00336141	0.00398255	0.00932586
sample_4539	-0.00315965	0.00960217	0.00698456	0.00403534	0.00604785	0.00441702	-0.0119997	0.0120823	-0.00403813	0.00886173
sample_4540	-0.00748642	-0.00340699	0.00432169	0.024368	-0.00918565	0.0208904	-0.00405819	0.000260798	-0.0175347	-0.000540826
sample_4541	0.00402281	0.0178924	0.00699329	-0.0158861	-0.00865959	0.0119334	-0.00615895	-0.0154308	0.00478894	0.00444507
sample_4542	-0.00175609	-0.0166968	-0.00774769	0.00647628	-0.00269292	-0.00920014	0.00319445	0.0182059	-0.0108278	-0.00843729
sample_4543	-0.0160903	0.00465081	-0.0066914	0.00932303	0.00345027	0.00266401	-0.0147083	0.00394957	-0.0145564	-0.00898098
sample_4544	-0.00563189	0.0173003	0.00621345	0.00153861	0.00410947	-0.00658642	-0.000474902	-0.0074186	0.00492963	-0.0154773
